effectName,shortDesc,fullDesc,activeDesc,TEST,indexNum,displayNum,player,accessible,inclusion,exemplarTheme,school,duration,rarity,component,inspiration,specFunc,Lite 120,Exemplar Inclusion,D#,Category,Scope,isAbjuration,isChronomancy,isConjuration,isDivination,isEnchantment,isEvocation,isIllusion,isNecromancy,isTransmutation,Cycle
ZALGO!,"Reveal a creature card from your hand and declare ""HE COMES!"". When you cast this card, it gains +2/+2 and is black. If this creature deals combat damage to a player, they must discard a card at random.",,HE COMES!<z-clearActive></z-clearActive>,DIFF,484,484,duel,TRUE,"exemplar, custom",complexity,"Divination, Transmutation",Ongoing,common,Alteration,,,,c,,Buff,Creature,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,
In The Drift,"Exile two target creatures you control. Create a Jager. If the Jager leaves the battlefield, return both creatures to play under your control, untapped.","Exile two target creatures you control. Create a Jager artifact creature token with menace, reach, and has power equal to their total power, toughness equal to their total toughness, and all their abilities. If a creature exiled by this effect grants a bonus to crewed vehicles, that bonus applies to the Jager. If the Jager leaves the battlefield, return both creatures to play under your control, untapped.",,DIFF,485,485,duel,TRUE,custom,,Conjuration,Instant,uncommon,Jager,,,,,,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Ma'rûf's Dreams Realized,MINIGAME,"Each player may put a non-Magic card that they own into play as a creature they control. This card's attributes are generated as follows: Colour - the predominant colour of printing on the card (yes, this can be a non-Magic colour). Toughness - a numeric value on the card. Power - a second numeric value on the card. CMC - the count of any repeated symbol on the card. If not enough source material exists, then the default values are Colorless, 1/2, CMC 0. The creature type is Outsider, and the name is whatever makes sense.",,DIFF,486,486,duel,TRUE,minigame,,Conjuration,Instant,uncommon,,,,,,MG17,"Cards, Meta",Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
In-Vigor-ating,"Until the start of your next turn, if damage would be dealt to a creature you control, prevent that damage. Put a +1/+1 counter on that creature for each 1 damage prevented this way.",,"If damage would be dealt to a creature [controllingPlayer] controls, prevent that damage. Put a +1/+1 counter on that creature for each 1 damage prevented this way.",DIFF,487,487,duel,TRUE,custom,,"Abjuration, Transmutation",Round,uncommon,Reminder,,,,,,Buff,Player,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
May the Odds be Ever in Your Favour,Create a Mockingjay.,"Create a colourless Mockingjay artifact token with ""<z-is>2</z-is>,<z-is>t</z-is>: Flip a coin. If you win the flip, copy target instant or sorcery and you may choose new targets for the copy. If you lose the flip, counter target instant or sorcery spell.""",,DIFF,488,488,duel,TRUE,custom,,"Conjuration, Evocation, Abjuration",Instant,common,Mockingjay,,,,,,Token,Player,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Planar Round,"Until the start of your next turn, whenever a player casts a spell, that player flips a coin. If they lose the flip, counter that spell.",,"Whenever a player casts a spell, that player flips a coin. If they lose the flip, counter that spell.",DIFF,489,489,duel,TRUE,"exemplar, custom",soundalike,Abjuration,Round,uncommon,Reminder,,,,h,470,Cards,All,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Planer Round,SPECIAL EFFECT,"Until the start of your next turn, any numeric value printed on a card that is higher than <z-rb>1d6</z-rb> is reduced to the rolled value.",Any numeric value printed on a card that is higher than <z-rb>1d6</z-rb> is reduced to the rolled value.,#REF!,490,490,duel,TRUE,"exemplar, custom",soundalike,Transmutation,Round,common,Reminder,,,,h,471,Meta,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Plainer Round,"Until the start of your next turn, lands are Plains.",,Lands are Plains.,DIFF,491,491,duel,TRUE,"exemplar, custom",soundalike,Transmutation,Round,uncommon,Reminder,,,,h,472,Mana,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
X Plus One,"Until the end of your turn, all numeric values printed on cards are one higher than their printed value.",,,DIFF,492,492,duel,TRUE,"exemplar, custom",main,Transmutation,Turn,common,,,,,y,,Meta,All,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Push ALL The Buttons!,Tap all artifacts. Copy each activated ability on each artifact with <z-is>t</z-is> in its cost.,,,DIFF,493,493,duel,TRUE,custom,,Enchantment,Instant,rare,,,,,,,Cards,Player,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Terrestrial Upheaval,"Until the start of your next turn, whenever a player taps a land for mana, that player adds <z-rb>mana type</z-rb>.","Until the start of your next turn, whenever a player taps a land for mana, that player adds <z-rb>mana type</z-rb>.","Whenever a player taps a land for mana, that player adds <z-rb>mana type</z-rb>.",MATCH,494,494,duel,TRUE,"exemplar, custom",complexity,Evocation,Round,uncommon,Reminder,,,,c,,Mana,All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Pop Culture,Players Vote: Pirate or Ninja. Ninja - Each player creates a Stealth Suit. Pirate/tie - Each player creates a famous pirate ship.,"Players Vote: Pirate or Ninja.
Ninja - Each player creates a colourless Stealth Suit token Artifact - Equipment with ""Living Weapon"", ""Equipped creature gains +3/+1, hexproof, facewalk, and phasing."", and ""Equip: 4"".
Pirate/tie - Each player creates a colourless 4/3 Queen Anne's Revenge token Artifact - Vehicle with ""Crew: 4"", ""Islandwalk"", and ""Any time Queen Anne's Revenge deals combat damage to a player, create a Treasure token for each creature crewing Queen Anne's Revenge.""",,DIFF,495,495,multi,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,common,"6x Stealth Suit, 6x Queen Anne's Revenge",,,,t,,Vote,All,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Democracy
Clever Workaround,Target creature gains Walk-Block.,Put a Walk-Block counter on target creature. (Can block creatures with -walk abilities.),,DIFF,496,496,duel,TRUE,custom,,"Transmutation, Abjuration",Instant,common,Alteration,,,,,,Buff,Creature,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Golgothian Bottle Chime,"Choose an expansion. Until the end of your turn, creatures you control gain protection from that expansion.",,,DIFF,497,497,duel,TRUE,custom,,Abjuration,Turn,common,,,,,,,Buff,Player,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Second Amendment,"You may roll your sleeves up. If you do, X is the total circumfrence of one of your flexed biceps in inches (round to the nearest inch). Create X Bears.","You may roll your sleeves up. If you do, X is the total circumfrence of one of your flexed biceps in inches (round to the nearest inch). Create X green 2/2 Bear creature tokens.",,DIFF,498,498,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,uncommon,9x Bear,,,,t,,Token,Player,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Pirates? More Like Clever Accounting,"Until end of turn, you may activate mana abilities for lands you do not control.",,,DIFF,499,499,duel,TRUE,"exemplar, custom",complexity,Evocation,Turn,rare,,,,,c,,Mana,Player,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
(Myco)Synthesizer,"Until the start of your next turn, all permanents are artifacts in addition to their other types, all cards that aren't on the battlefield, spells, and permanents are colorless, and players may spend mana as though it were mana of any color.",,"All permanents are artifacts in addition to their other types. All cards that aren't on the battlefield, spells, and permanents are colorless. Players may spend mana as though it were mana of any color.",DIFF,500,500,duel,TRUE,custom,,"Transmutation, Evocation",Round,uncommon,Reminder,,,,,,"Cards, Mana",All,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
Random River,MINIGAME,"Until the start of your next turn, any time one or more creatures attack, each defending player randomly chooses a direction for each creature without flying they control and puts the creature into a ""left"" pile and a ""right"" pile. Then, for each attacking creature, its controller chooses ""left"" or ""right."" That creature can't be blocked this combat except by creatures with flying and creatures in a pile with the chosen label.",,DIFF,501,501,duel,TRUE,minigame,,Enchantment,Turn,uncommon,Reminder,,,,,MG18,Combat,Player,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Reverse Feldon,"Each player mills X, where X is half the cards in their library (rounded down).",,,DIFF,502,502,duel,TRUE,"lite, custom",,Necromancy,Instant,rare,,,,x,,368,Mill,Player,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Izardle Conscription,"Target creature gains +10/+10, trample, and Rejuvenator 2.","Put ten +1/+1 counters, a trample counter, and a ""Rejuvenator 2 (Whenever it attacks, defending player puts two permanents into play from their graveyard.)"" counter on target creature.",,DIFF,503,503,multi,TRUE,"exemplar, custom",complexity,Transmutation,Instant,uncommon,Alteration,,,,c,061,Buff,Creature,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
This One Is Brandon's Fault,Put a leftlink counter on target creature.,"Put a leftlink counter on target creature. Leftlink: ""Damage dealt by this creature also causes the player to its controller's left to gain that much life.""",,DIFF,504,504,multi,TRUE,"exemplar, custom",main,Transmutation,Instant,common,,Brandon B (you know what you did),,,y,052,"Buff, Life",Creature,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Healing Hands,Target creature gains reiki.,"Put a reiki counter on target creature (If this creature would deal combat damage to a player, that player instead gains that much life.)",,DIFF,505,505,duel,TRUE,custom,,Transmutation,Instant,common,Alteration,,,,,242,"Buff, Life",Creature,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
"Itsa Mee, Mishra-o!",SPECIAL EFFECT,Roll on the Theme (or minigame) Table or gain 2 life.,,DIFF,506,506,duel,TRUE,"exemplar, custom",main,Enchantment,Instant,common,,,,,y,053,Meta,Special,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Calming Bedtime Story,MINIGAME,"Players play a Magic subgame without Chaos, using their libraries as their decks, starting with 10 life. Each player who doesn't win the subgame loses half their life, rounded up.",,DIFF,507,507,duel,TRUE,minigame,,"Enchantment, Necromancy",Minigame,rare,,,,,,MG07,Damage,Special,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
"""How Well Do You Know Your Deck?"" - The Library Quiz Show",MINIGAME,"Each player takes the top card of their library without looking at it and holds it to their forehead so the face of the card is visible to the other players. Starting with the youngest player and proceeding in turn order, each player may ask up to five yes-or-no questions about the card on the forehead. The other players must answer the questions accurately. Then they may make a single attempt to guess the name of the card they’re holding. If they correctly identify the card, they may put it in their hand and gain 5 life. If they do not correctly identify the card, exile it.",,DIFF,508,508,duel,FALSE,minigame,,"Enchantment, Divination, Necromancy, Illusion",Minigame,uncommon,,,,,,MG08,"Cards, Life",Special,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,
Darksteel Curtain,MINIGAME,"Choose two adjacent players and put two Wall counters between them. Choose two other adjacent players and put two more Wall counters between them. Draw an imaginary line between the Wall counters. Players on the same side of the Wall can attack each other normally. Players on one side of the Wall can only attack players on the other side of the wall with creatures with flying. At the end of your turn, remove a Wall counter of your choice. If no Wall counters are present at one end of the Wall, the Wall falls and this effect ends.",,DIFF,509,509,multi,TRUE,minigame,,"Enchantment, Conjuration",Minigame,uncommon,Reminder,,,,,MG09,,Special,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
"It's Over, I Have The High Ground","Until the start of your next turn, creatures without flying or reach cannot attack you. Creatures with flying that attack you have -2/-1 until end of turn.",,Creatures without flying or reach cannot attack [controllingPlayer]. Creatures with flying that attack [controllingPlayer] have -2/-1 until end of turn.,DIFF,510,510,duel,TRUE,custom,,Abjuration,Round,uncommon,Reminder,,,,,177,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Just... A Little... Further...,Create a Gryphon With A Ladder.,Create a 2/4 white and green Gryphon With A Ladder creature token with flying and reach.,,DIFF,511,511,duel,TRUE,"exemplar, custom",main,Conjuration,Instant,common,Gryphon With A Ladder,,,,y,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Filing Clerk,SPECIAL EFFECT,"Add two Intern counters to Filing Clerk. For each Intern counter on Filing Clerk, the maximum hand size is increased by 1.",,DIFF,512,512,duel,TRUE,"exemplar, custom",main,Divination,Ongoing,common,Reminder,,,,y,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Mysterious Presents,You get a Large Sack emblem.,"You get a Large Sack emblem with ""Large Sack enters with 1d8 Gift counters on it. During each player's upkeep, remove a Gift counter from Large Sack and roll a six-sided die. 1 - Active player gains 2 life. 2 - Put a +1/+1 counter on target creature of active player's choosing. 3 - Coal. 4 - Active player creates a Treasure token. 5 - Active player may search their library for a basic land and put it into play untapped, then shuffle their library. 6 - Roll two more times."" and ""If there are no Gift counters on Large Sack, sacrifice it and all players gain 3 life.""",,DIFF,513,513,duel,TRUE,custom,,Conjuration,Instant,uncommon,Large Sack,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Holiday
Avocado Toast,Millenials are destroying everything!,"Until the start of your next turn, put a Millenial counter on every non-token permanent that enters. At the start of your next turn, tap every permanent with a Millenial counter. For each permanent tapped this way, its controller destroys target permanent without a Millenial counter.","Put a Millenial counter on every non-token permanent that enters.<z-effectEnd>Tap each permanent with a Millenial counter. For each permanent tapped this way, its controller destroys target permanent without a Millenial counter.</z-effectEnd>",DIFF,514,514,duel,TRUE,custom,,"Enchantment, Evocation",Round,rare,Reminder,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
Student Loans,Each player between 22 and 35 years old creates an Interest Rate.,"Each player between 22 and 35 years old creates a colourless Interest Rate artifact token with Indestructible, Shroud, ""When Interest Rate, put 1d6+3 Payment counters on it."" and ""During your upkeep, lose 10% (rounded up) of your current life total and remove a Payment counter from this artifact. If there are no Payment counters on Interest rate, sacrifice it and put a +1/+1 counter on yourself and each creature you control.""",,DIFF,515,515,duel,TRUE,custom,,Conjuration,Instant,rare,6x Interest Rate,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Biplaner Round,"Until the start of your next turn, everything gains flying.",,Everything has flying.,DIFF,516,516,duel,TRUE,"exemplar, custom",soundalike,Transmutation,Round,uncommon,Reminder,,,,h,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Zene-gaga,"Target creature gains +X/+X until end of turn, where X is twice its current power.",,,DIFF,517,517,duel,TRUE,custom,,Transmutation,Turn,common,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Too Much Of A Good Thing,Put your graveyard into your hand.,,,DIFF,518,518,duel,TRUE,"lite, exemplar, custom",complexity,"Necromancy, Divination",Instant,uncommon,,,,x,c,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
An Unusual Physician,"Put your library into your hand. Until the end of the game, you have no hand limit; skip your draw phase; any effects that would put a card into your library put it in your hand instead; whenever you would draw a card discard one instead, if you cannot discard a card, you lose the game.",,"[controllingPlayer] has no hand limit and skips their draw phase. Whenever a card would be put into thier library put it in their hand instead. Whenever they would draw a card they discard one instead. If they cannot discard a card, they lose the game.",DIFF,519,519,duel,TRUE,custom,,"Divination, Chronomancy, Necromancy",Ongoing,rare,Reminder,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
InstaBook,MINIGAME,Reveal the top card of your library. Each other player suggests a caption for the card art. Pick your favourite. That player chooses to either [put the card in your hand] or [put the card on top of their library].,,DIFF,520,520,multi,TRUE,minigame,,Divination,Minigame,uncommon,,,,,,MG10,,Special,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Timageddon!,"Until the start of your next turn, all non-token creatures gain ""<z-is>t</z-is>: Deal 1 damage to target creature or player.""",,"Non-token creatures have ""<z-is>t</z-is>: Deal 1 damage to target creature or player.""",DIFF,521,521,duel,TRUE,"exemplar, custom",prodigal,"Transmutation, Evocation",Round,rare,Reminder,,,,p,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
Offsides,Target player skips their next first main phase.,,,DIFF,522,522,duel,TRUE,custom,,Chronomancy,Turn,uncommon,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Settlers of Dominaria,MINIGAME,Play the Settlers of Dominaria minigame.,,DIFF,523,523,multi,TRUE,minigame,,Conjuration,Minigame,rare,,,,,,MG11,,Special,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Ribbon Dance,MINIGAME,"Each player chooses a permanent they control and balances it on the tip of one of their fingers. Then all players stand up, walk around the table in the direction of play three times, and sit down in their original seat. If the card falls off their finger during this, they lose 3 life and put the permanent in their graveyard. If the card remained on their finger for the whole dance, they gain 2 life and may draw two cards.",,DIFF,524,524,duel,FALSE,minigame,,"Enchantment, Necromancy, Divination",Minigame,uncommon,,,,,,MG12,,Special,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,
Windchill,"For each creature with flying on the battlefield, put a Canada counter on target land with the same controller. Lands with Canada counters are snow lands.",,,DIFF,525,525,duel,TRUE,"exemplar, custom",main,Transmutation,Instant,common,,,,,y,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,North
"Mentos, The Freshmaker",Target creature gains frostbreathing.,"Put a frostbreathing counter on target creature. Frostbreathing: ""<z-is>s</z-is>: This creature gets +1/+0 until end of turn.""",,DIFF,526,526,duel,TRUE,"exemplar, custom",main,Transmutation,Instant,common,,,,,y,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Maintain the Rink,Create a Zamboni.,"Create a 3/6 Zamboni artifact vehicle token with Crew: <z-is>1</z-is>, Trample, ""Zamboni gets +1/+2 for each creature crewing it."", and ""If Zamboni would deal combat damage to a player, instead put a Canada counter on each of that many target lands that player controls. (Lands with Canada counters are snow lands.)""",,DIFF,527,527,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,uncommon,Zamboni,,,,t,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,North
Get On With It!,"Each player reveals the top 8 cards of their library, then puts any lands, artifacts, creatures, and planeswalkers revealed into play and any instants, sorceries, or enchantments into their hand.",,,DIFF,528,528,duel,TRUE,"exemplar, custom",main,"Chronomancy, Divination",Instant,uncommon,,,,,y,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Limited Time Travel,"Each player reveals the 12th card from the top of their library. If it is a land, artifact, creature or planeswalker, they may put it into play. Otherwise they put the revealed card into their hand.",,,DIFF,529,529,duel,TRUE,"exemplar, custom",complexity,"Chronomancy, Divination",Instant,uncommon,,,,,c,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Nordic Equipment,Create Snowshoes. Create Skis. Create Ice Skates.,"Create a Snowshoes artifact equipment token with Equip <z-is>2</z-is> and ""Equipped creature gains Snow Plainswalk."" and ""Equipped creature gains Snow Forestwalk."" Create a Skis artifact equipment token with Equip <z-is>2</z-is> and ""Equipped creature gains Snow Mountainwalk."" Create an Ice Skates artifact equipment token with Equip <z-is>2</z-is> and ""Equipped creature gains Snow Swampwalk."" and ""Equipped creature gains Snow Islandwalk.""",,DIFF,530,530,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,uncommon,"Snowshoes, Skis, Skates",,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,North
The Great Boston Molasses Flood of 1919,Each player puts a Syrup counter on each of three artifacts and three creatures they control.,"Each player puts a Syrup counter on each of three artifacts and three creatures they control. Artifacts with Syrup counters are sticky (This permanent does not untap during its controller’s untap step. At the beginning of its controller’s upkeep, they may pay <z-is>1</z-is>. If they do, untap this permanent.) Creatures with Syrup counters are delicious (This creature must be blocked if able.)",,DIFF,531,531,duel,TRUE,custom,,Transmutation,Instant,uncommon,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,North
Mrs. Butterfingers,MINIGAME,"Each player stacks all non-token artifacts and creatures they control and balances the stack on the tip of a finger on one hand. They then attempt to transfer the balanced stack to the tip of a finger on the other hand without touching the stack with additional fingers. Put a Syrup counter on any cards that fall off the stack during this maneuver. Artifacts with Syrup counters are sticky (This permanent does not untap during its controller’s untap step. At the beginning of its controller’s upkeep, they may pay <z-is>1</z-is>. If they do, untap this permanent.) Creatures with Syrup counters are delicious (This creature must be blocked if able.)",,DIFF,532,532,duel,FALSE,minigame,,Transmutation,Minigame,uncommon,,,,,,MG13,,Special,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,North
"Proliferate, Schmoliferate",Proliferate. Proliferate. Proliferate.,,,DIFF,533,533,duel,TRUE,custom,,Transmutation,Instant,common,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Pay It Forward,"Target opponent gains 4 life. At the start of their next turn, you gain 8 life.",,,DIFF,534,534,multi,TRUE,"exemplar, custom",main,Necromancy,Turn,common,,,,,y,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
EXPLOSION DAY!,"Until the start of your next turn, any spell with flames, explosions, or other pyrotechnics in its card art is copied. The spell's controller owns the copy and may choose new targets for the copy.",,"Any spell with flames, explosions, or other pyrotechnics in its card art is copied. The spell's controller owns the copy and may choose new targets for the copy.",DIFF,535,535,duel,TRUE,"exemplar, custom",main,Evocation,Round,uncommon,Reminder,,,,y,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Holiday
Arguing on the Internet,Create a White Knight. Target opponent creates a Forum Troll.,"Create a 2/2 white White Knight creature token with first strike and protection from black. Target opponent creates a 2/3 red Forum Troll creature token with ""<z-is>r</z-is>: Regenerate""",,DIFF,536,536,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,common,"White Knight, Forum Troll",,,,t,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Typo,"Until the start of your next turn, replace all instances of one subtype with another subtype of your choosing.",,,LOOK AT ME,537,537,duel,TRUE,custom,,Transmutation,Round,uncommon,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Not Without My Handbag!,Target player gains first strike.,Put a first strike counter on target player.,,DIFF,538,538,duel,TRUE,"exemplar, custom",complexity,Transmutation,Instant,common,,,,,c,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Veil of the Emperor,Target player gain an illusory mask.,"Put an illusory mask on target player. To adults, their face is covered by an ornate and impressively decorated mask. To children, they are not wearing a mask.",,DIFF,539,539,duel,TRUE,custom,,Illusion,Instant,common,Reminder,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
Plein Air Round,"All players step away from the table and go outside to get a breath of fresh air. Upon returning to the table, each player draws a card.",,,DIFF,540,540,duel,FALSE,"exemplar, custom",soundalike,Divination,Instant,uncommon,,,,,h,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Yavimaya Copy,Create a non-legendary token copy of target creature. The copy gains trample.,,,DIFF,541,541,duel,TRUE,custom,,"Conjuration, Transmutation ",Instant,common,Yavimaya Copy,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Ixalan Copy,"Create a non-legendary token copy of target creature. The copy gains trample, +0/+2, and is a Dinosaur in addition to its other types.",,,DIFF,542,542,duel,TRUE,custom,,"Conjuration, Transmutation ",Instant,common,Ixalan Copy,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Do You Want To Be A Mill-ionaire?,Target creature deals damage as mill.,"Put an ""If this creature would deal combat damage to a player, instead that player puts that many cards from the top of their library into their graveyard."" counter on target creature.",,DIFF,543,543,duel,TRUE,custom,,Transmutation,Instant,uncommon,Alteration,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Contributor,"You may join Extra Life. If you do (or have already done so this year), gain 10 life.",,,DIFF,544,544,duel,TRUE,custom,,Chronomancy,Instant,uncommon,,"Dan F (RIP, my friend)",,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Telomeres to Spare,Each player gains life equal to their current life total.,,,DIFF,545,545,duel,TRUE,"lite, custom",,Necromancy,Instant,common,,,,x,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Alexandria,SPECIAL EFFECT,"Put an Intern Counter on Filing Clerk. Until the start of your next turn, if a player would draw a card, they draw two instead.",,DIFF,546,546,duel,TRUE,"exemplar, custom",main,Divination,Round,common,Reminder,,,,y,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Temp Work,SPECIAL EFFECT,"Put an Intern counter on Filing Clerk. Create a colourless 1/2 Intern artifact creature token with Haste and ""Sacrifice this creature at end of turn.""",,DIFF,547,547,duel,TRUE,custom,,"Divination, Conjuration",Instant,common,"Intern, Reminder",,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Halicarnassus,Choose an exiled card and put it in your hand.,,,DIFF,548,548,duel,TRUE,custom,,Divination,Instant,common,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Into the Unknown,Target creature explores.,,,DIFF,549,549,duel,TRUE,custom,,Divination,Instant,common,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dy-na-meee-teh,Target creature explodes.,"Target creature deals damage to each player equal to its power, then destroy it.",,DIFF,550,550,duel,TRUE,"exemplar, custom",complexity,Evocation,Instant,common,,,,,c,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
"Wait, What?","You may concede the game. If you do, the game ends in a draw.",,,DIFF,551,551,duel,TRUE,custom,,Chronomancy,Instant,rare,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
TR-8R,"If playing a team game, trade allegiances with target opponent. Otherwise, draw 2 cards.",,,DIFF,552,552,multi,TRUE,"exemplar, custom",main,Transmutation,Instant,uncommon,,,,,y,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Flock It To Me,Birds get +1/+1 and first strike until end of turn.,,,DIFF,553,553,duel,TRUE,"lite, custom",,Transmutation,Turn,common,,,,x,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
